URL,Name,Head Synonym,Compound Name,CAS Number,Molecular Weight,Formula,Appearance,Assay,Specific Gravity,Refractive Index,Melting Point,Boiling Point,Flash Point,Odor Type,Odor Strength,Threshold,Description,Source,Soluble In,Insoluble In
http://www.thegoodscentscompany.com/data/rw1056021.html,sabinene,"bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-",4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,3387-41-5,136.23752000,C10 H16,colorless to pale yellow clear liquid (est),95.00 to 100.00,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,163.00 to  165.00 °C. @  760.00 mm Hg,98.00 °F. TCC (   36.67 °C. ),woody,Tidak ditemukan,at 10.00 % in dipropylene glycol.,woody terpene citrus pine spice,,"alcohol; water, 2.494 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/es1010871.html,sandalwood oil,santalum album wood oil,santalum album l. wood oil,8006-87-9,Tidak ditemukan,Tidak ditemukan,pale yellow to yellow clear oily liquid (est),Tidak ditemukan,0.97000 to 0.97800 @  25.00 °C.,1.49800 to 1.51200 @  20.00 °C.,Tidak ditemukan,276.00 °C. @  760.00 mm Hg,> 200.00 °F. TCC ( >  93.33 °C. ),woody,medium,at 100.00 %.,sweet woody balsamic cashew terpene herbal spicy,"Luebke, William  tgsc, (1983)","alcohol; fixed oils; paraffin oil; propylene glycol; water, 4.188 mg/L @ 25 °C (est)",water; glycerin
http://www.thegoodscentscompany.com/data/es1018091.html,tea tree oil,"oil distilled from the leaves of the tea tree, melaleuca alternifolia, myrtaceae",melaleuca alternifolia oil,8022-72-8,Tidak ditemukan,Tidak ditemukan,pale yellow to yellow clear liquid (est),Tidak ditemukan,0.88800 to 0.90900 @  25.00 °C.,1.47500 to 1.48200 @  20.00 °C.,Tidak ditemukan,Tidak ditemukan,122.00 °F. TCC (   50.00 °C. ),spicy,medium,at 100.00 %.,citrus spicy terpenic nutmeg pine,"Luebke, William  tgsc, (1996)","alcohol; fixed oils; paraffin oil; water, 332.1 mg/L @ 25 °C (est)",water; glycerin
http://www.thegoodscentscompany.com/data/rw1311481.html,terpineols (unspec.) (mixed isomers),mixture of p-methenols,2-(4-methyl-1-cyclohex-3-enyl)propan-2-ol,8000-41-7,154.25266000,C10 H18 O,colorless to pale yellow clear liquid to solid (est),91.00 to  99.00,0.92800 to 0.93700 @  25.00 °C.,1.48000 to 1.48800 @  20.00 °C.,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,herbal,medium,at 100.00 %.,fresh clean woody pine floral lime,,"alcohol; water, 1980 mg/L @20 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1287301.html,tetraethylene glycol,"ethanol, 2,2'-(oxybis(2,1-ethanediyloxy))bis-",2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethanol,112-60-7,194.22746000,C8 H18 O5,colorless to pale yellow clear liquid (est),95.00 to 100.00,1.12500 @  25.00 °C.,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,350.00 °F. TCC (  176.67 °C. ),Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,"water, 1.00E+06 mg/L @ 20 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1035651.html,(Z)-rose oxide,2-(2-methylprop-1-enyl)-4-methyltetrahydropyran,4-methyl-2-(2-methylprop-1-enyl)oxane,16409-43-1,154.25266000,C10 H18 O,pale yellow to yellow clear liquid (est),99.00 to 100.00 sum of isomers,0.86500 to 0.87300 @  25.00 °C.,1.45000 to 1.45700 @  20.00 °C.,Tidak ditemukan,"86.00 °C. @   20.00 mm Hg, 70.00 °C. @   12.00 mm Hg",157.00 °F. TCC (   69.44 °C. ),floral,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,green red rose spicy fresh geranium,"Luebke, William  tgsc, (1995)","alcohol; water, 764 mg/L @ 20 °C (exp)",water
http://www.thegoodscentscompany.com/data/rw1005071.html,(E)-2-dodecenal,trans-2-dodecenal,(E)-dodec-2-enal,20407-84-5,182.30654000,C12 H22 O,colorless clear oily liquid (est),94.70 to  99.60 sum of isomers,0.84100 to 0.84900 @  25.00 °C.,1.45500 to 1.45900 @  20.00 °C.,Tidak ditemukan,"73.00 to   74.00 °C. @    0.50 mm Hg, 125.00 to  128.00 °C. @  760.00 mm Hg",> 212.00 °F. TCC ( > 100.00 °C. ),herbal,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,citrus metallic mandarin orange waxy aldehydic,"Luebke, William  tgsc, (1986)","alcohol; fixed oils; water, 7.259 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1028561.html,3-octen-2-one,1-hexenyl methyl ketone,oct-3-en-2-one,1669-44-9,126.19878000,C8 H14 O,colorless clear liquid (est),94.00 to 100.00,0.83400 to 0.83900 @  25.00 °C.,1.44500 to 1.44900 @  20.00 °C.,Tidak ditemukan,100.00 °C. @   18.00 mm Hg,130.00 °F. TCC (   54.44 °C. ),earthy,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,earthy spicy herbal sweet mushroom hay blueberry,"Luebke, William  tgsc, (1997)","alcohol; water, 1045 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1092691.html,(E)-cinnamaldehyde,trans-3-phenyl-2-propenal,(E)-3-phenylprop-2-enal,14371-10-9,132.16196000,C9 H8 O,pale yellow to yellow clear liquid (est),99.00 to 100.00,1.05100 to 1.05600 @  20.00 °C.,1.61900 to 1.62500 @  20.00 °C.,Tidak ditemukan,248.00 °C. @  760.00 mm Hg,160.00 °F. TCC (   71.11 °C. ),spicy,Tidak ditemukan,at 10.00 % in dipropylene glycol.,sweet spice candy cinnamon red hots warm,,"alcohol; water, 2150 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1027131.html,triacetin,(tri-)acetin,"1,3-diacetyloxypropan-2-yl acetate",102-76-1,218.20578000,C9 H14 O6,colorless clear oily liquid (est),99.00 to 100.00,1.15900 to 1.16400 @  25.00 °C.,1.42900 to 1.43200 @  20.00 °C.,3.00 to    4.00 °C. @  760.00 mm Hg,"258.00 to  260.00 °C. @  760.00 mm Hg, 130.00 to  131.00 °C. @    7.00 mm Hg",280.00 °F. TCC (  137.78 °C. ),fruity,low,at 100.00 %.,mild clean tropical fruity,"Luebke, William  tgsc, (1987)","alcohol; water, 2.152e+004 mg/L @ 25 °C (est); water, 5.80E+04 mg/L @ 25 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1051221.html,triethylene glycol,"ethanol, 2,2'-[1,2-ethanediylbis(oxy)]bis-",2-[2-(2-hydroxyethoxy)ethoxy]ethanol,112-27-6,150.17438000,C6 H14 O4,colorless clear liquid (est),99.00 to 100.00,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,285.00 °C. @  760.00 mm Hg,330.00 °F. TCC (  165.60 °C. ) (est),Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,"water, 1000000 mg/L @ 25 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/es1035141.html,valerian rhizome oil,"volatile oil obtained from the root of the valerian, valeriana officinalis collina, valerianaceae",valeriana officinalis l. rhizome oil,8008-88-6,Tidak ditemukan,Tidak ditemukan,olive green clear liquid (est),Tidak ditemukan,0.94200 to 0.98400 @  25.00 °C.,1.48600 to 1.50250 @  20.00 °C.,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,herbal,Tidak ditemukan,at 100.00 %.,fresh green warm woody balsam rooty animal musk,,"alcohol; water, 2.924e+004 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1009341.html,valeric acid,1-pentanoic acid,pentanoic acid,109-52-4,102.13310000,C5 H10 O2,colorless to pale yellow clear liquid (est),99.00 to 100.00,0.93900 to 0.94200 @  20.00 °C.,1.40700 to 1.41100 @  20.00 °C.,-35.00 to  -34.00 °C. @  760.00 mm Hg,"184.00 to  186.00 °C. @  760.00 mm Hg, 112.00 to  113.00 °C. @   50.00 mm Hg",192.00 °F. TCC (   88.89 °C. ),cheesy,Tidak ditemukan,at 1.00 % in propylene glycol.,sickening putrid acidic sweaty rancid,,"alcohol; ether; water, 1.86e+004 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1025561.html,"(E,E)-2,4-heptadienal","trans,trans-2,4-heptadienal",Tidak ditemukan,4313-03-5,110.15590000,C7 H10 O,yellow clear liquid (est),90.20 to  99.40 sum of isomers,0.82200 to 0.82800 @  25.00 °C.,1.47800 to 1.48000 @  20.00 °C.,84.50 °C. @  760.00 mm Hg,"84.00 to   84.50 °C. @   20.00 mm Hg, 58.00 to   60.00 °C. @    5.00 mm Hg",150.00 °F. TCC (   65.56 °C. ),fatty,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,fatty green oily aldehydic vegetable cake cinnamon,,"alcohol; fixed oils; water, 2805 mg/L @ 25 °C (est)",water
