URL,Name,Head Synonym,Compound Name,CAS Number,Molecular Weight,Formula,Appearance,Assay,Specific Gravity,Refractive Index,Melting Point,Boiling Point,Flash Point,Odor Type,Odor Strength,Threshold,Description,Source,Soluble In,Insoluble In
http://www.thegoodscentscompany.com/data/rw1011272.html,alpha-terpinyl acetate,2-(4-methyl-3-cyclohexen-1-yl)-2-propanyl acetate,2-(4-methyl-1-cyclohex-3-enyl)propan-2-yl acetate,80-26-2,196.28980000,C12 H20 O2,colorless clear liquid (est),96.00 to 100.00 sum of isomers,0.95500 to 0.96300 @  20.00 °C.,1.46300 to 1.46700 @  20.00 °C.,Tidak ditemukan,220.00 °C. @  760.00 mm Hg,211.00 °F. TCC (   99.44 °C. ),herbal,medium,at 100.00 %.,herbal bergamot lavender lime citrus,"Luebke, William  tgsc, (1981)","alcohol; fixed oils; kerosene; paraffin oil; propylene glycol; water, 18.97 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1618181.html,(+)-terpinen-4-ol,"3-cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, (1S)-",(1S)-4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,2438-10-0,154.25266000,C10 H18 O,colorless to pale yellow clear liquid (est),97.00 to 100.00,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,211.00 to  213.00 °C. @  760.00 mm Hg,174.00 °F. TCC (   79.00 °C. ),musty,Tidak ditemukan,at 100.00 %.,musty dusty,,"alcohol; water, 386.6 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1027841.html,theaspirane,"2,6,6,10-tetramethyl-1-oxaspiro[4.5]dec-9-ene","2,6,6,10-tetramethyl-1-oxaspiro[4.5]dec-9-ene",36431-72-8,194.31754000,C13 H22 O,colorless clear liquid (est),96.00 to 100.00,0.93100 @  25.00 °C.,Tidak ditemukan,Tidak ditemukan,"68.00 to   72.00 °C. @    3.00 mm Hg, 274.00 to  275.00 °C. @  760.00 mm Hg",149.00 °F. TCC (   65.00 °C. ),herbal,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,tea herbal green wet tobacco leaf metallic woody spicy,"Luebke, William  tgsc, (1991)","alcohol; water, 3.796 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1005051.html,buchu mercaptan,p-mentha-8-thiol-3-one,5-methyl-2-(2-sulfanylpropan-2-yl)cyclohexan-1-one,38462-22-5,186.31766000,C10 H18 O S,colorless to yellow brown clear liquid (est),97.00 to 100.00 sum of isomers,0.99500 to 1.01000 @  25.00 °C.,1.49200 to 1.50900 @  20.00 °C.,Tidak ditemukan,"56.00 to   62.00 °C. @    0.10 mm Hg, 120.00 °C. @   10.00 mm Hg",227.00 °F. TCC (  108.33 °C. ),sulfurous,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,sulfury minty green fruity berry buchu fruity tropical peach,"Luebke, William  tgsc, (2002)","alcohol; water, 218.4 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rs1011391.html,tolu balsam,"oleoresin (balsam tolu) obtained from the bark exudate of balsam tolu tree, myroxylon balsamum l., leguminosae",myroxylon toluiferum l.,9000-64-0,Tidak ditemukan,unspecified,dark brown solid (est),Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,55.00 to   60.00 °C. @  760.00 mm Hg,Tidak ditemukan,> 212.00 °F. TCC ( > 100.00 °C. ),balsamic,medium,at 100.00 %.,sweet balsamic amber fruity,"Luebke, William  tgsc, (1982)","alcohol; water, 9.269 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1031611.html,"(E,Z)-2,6-nonadienal","trans-2,cis-6-nonadienal","(2E,6Z)-nona-2,6-dienal",557-48-2,138.20978000,C9 H14 O,colorless to pale yellow clear oily liquid (est),96.00 to  96.90 sum of isomers,0.85000 to 0.87000 @  25.00 °C.,1.47000 to 1.47500 @  20.00 °C.,Tidak ditemukan,"94.00 to   95.00 °C. @   18.00 mm Hg, 187.00 °C. @  760.00 mm Hg",181.00 °F. TCC (   83.00 °C. ),green,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,green fatty dry cucumber violet leaf,"Luebke, William  tgsc, (1995)","alcohol; dipropylene glycol; fixed oils; water, very slightly; water, 318.8 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1031571.html,"(E,Z)-2,6-nonadien-1-ol","2-trans, 6-cis-nonadienol","(2E,6Z)-nona-2,6-dien-1-ol",28069-72-9,140.22572000,C9 H16 O,colorless to pale yellow clear oily liquid (est),92.50 to  99.50 sum of isomers,0.86000 to 0.88000 @  25.00 °C.,1.46300 to 1.46500 @  20.00 °C.,Tidak ditemukan,"96.00 to   98.00 °C. @   12.00 mm Hg, 196.00 °C. @  760.00 mm Hg",203.00 °F. TCC (   95.00 °C. ),green,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,green cucumber oily violet leafy,"Luebke, William  tgsc, (1996)","alcohol; propylene glycol; water, very slightly; water, 963.8 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1013831.html,(E)-2-hexenal,trans-2-hexenal,(E)-hex-2-enal,6728-26-3,98.14490000,C6 H10 O,colorless to pale yellow clear liquid (est),98.10 to  99.30 sum of isomers,0.84100 to 0.84800 @  25.00 °C.,1.44500 to 1.44900 @  20.00 °C.,Tidak ditemukan,"47.00 °C. @   17.00 mm Hg, 146.00 to  147.00 °C. @  760.00 mm Hg",101.00 °F. TCC (   38.33 °C. ),green,"high ,recommend smelling in a 1.00 % solution or less",at 10.00 % in dipropylene glycol.,green banana aldehydic fatty cheesy,"Luebke, William  tgsc, (2007)","alcohol; fixed oils; propylene glycol; water, 5261 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1031091.html,(E)-2-hexen-1-yl acetate,trans-2-hexenyl acetate,[(E)-hex-2-enyl] acetate,2497-18-9,142.19798000,C8 H14 O2,colorless to pale yellow clear liquid (est),96.00 to  99.00,0.89000 to 0.89700 @  25.00 °C.,1.42500 to 1.43000 @  20.00 °C.,Tidak ditemukan,"165.00 to  166.00 °C. @  760.00 mm Hg, 67.00 to   68.00 °C. @   16.00 mm Hg",137.00 °F. TCC (   58.33 °C. ),green,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,sweet privet green fresh apple skin banana peel waxy apple,"Luebke, William  tgsc, (2009)","alcohol; water, 480.5 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1027921.html,(E)-2-nonenal,trans-2-nonenal,(E)-non-2-enal,18829-56-6,140.22572000,C9 H16 O,colorless to pale yellow clear liquid (est),95.90 to  98.60 sum of isomers,0.85500 to 0.86500 @  25.00 °C.,1.45400 to 1.46000 @  20.00 °C.,Tidak ditemukan,"88.00 to   90.00 °C. @   12.00 mm Hg, 188.00 to  190.00 °C. @  760.00 mm Hg",184.00 °F. TCC (   84.44 °C. ),fatty,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,fatty green cucumber aldehydic citrus,,"alcohol; dipropylene glycol; fixed oils; water, 204.9 mg/L @ 25 °C (est)",water
