URL,Name,Head Synonym,Compound Name,CAS Number,Molecular Weight,Formula,Appearance,Assay,Specific Gravity,Refractive Index,Melting Point,Boiling Point,Flash Point,Odor Type,Odor Strength,Threshold,Description,Source,Soluble In,Insoluble In
https://www.thegoodscentscompany.com/data/es1655051.html,cinnamon bark oil,"volatile oil expressed from the bark of the ceylon cinnamon, cinnamomum zeylanicum, lauraceae",cinnamomum verum bark oil,8015-91-6,Tidak ditemukan,Tidak ditemukan,dark yellow clear oily liquid (est),Tidak ditemukan,1.01000 to 1.03000 @  25.00 °C.,1.57300 to 1.59100 @  20.00 °C.,Tidak ditemukan,249.00 °C. @  760.00 mm Hg,160.00 °F. TCC (   71.11 °C. ),spicy,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,sweet spicy aldehydic aromatic cinnamyl woody resinous honey powdery,,"alcohol; water, 2150 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/es1655051.html,cinnamon bark oil,"volatile oil expressed from the bark of the ceylon cinnamon, cinnamomum zeylanicum, lauraceae",cinnamomum verum bark oil,8015-91-6,Tidak ditemukan,Tidak ditemukan,dark yellow clear oily liquid (est),Tidak ditemukan,1.01000 to 1.03000 @  25.00 °C.,1.57300 to 1.59100 @  20.00 °C.,Tidak ditemukan,249.00 °C. @  760.00 mm Hg,160.00 °F. TCC (   71.11 °C. ),spicy,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,sweet spicy aldehydic aromatic cinnamyl woody resinous honey powdery,,"alcohol; water, 2150 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1003372.html,cinnamyl acetate,3-phenyl-2-propen-1-yl acetate,3-phenylprop-2-enyl acetate,103-54-8,176.21504000,C11 H12 O2,colorless to pale yellow clear liquid (est),98.00 to 100.00 sum of isomers,1.04900 to 1.05700 @  20.00 °C.,1.53900 to 1.54400 @  20.00 °C.,Tidak ditemukan,262.00 to  265.00 °C. @  760.00 mm Hg,> 212.00 °F. TCC ( > 100.00 °C. ),spicy,medium,at 100.00 %.,sweet floral spicy balsam cinnamon,"Luebke, William  tgsc, (1982)","alcohol; fixed oils; water, 334 mg/L @ 20 °C (exp)",water; glycerin
https://www.thegoodscentscompany.com/data/rw1003292.html,cinnamyl alcohol,3-phenyl-2-propen-1-ol,3-phenylprop-2-en-1-ol,104-54-1,134.17790000,C9 H10 O,pale yellow solid (est),98.00 to 100.00 sum of isomers,Tidak ditemukan,Tidak ditemukan,30.00 to   34.00 °C. @  760.00 mm Hg,"250.00 to  258.00 °C. @  760.00 mm Hg, 169.00 to  170.00 °C. @   50.00 mm Hg",> 200.00 °F. TCC ( >  93.33 °C. ),balsamic,medium,at 100.00 %.,sweet balsam hyacinth spicy green powdery cinnamic,"Luebke, William  tgsc, (1982)","alcohol; fixed oils; propylene glycol; water, 6188 mg/L @ 25 °C (est)",paraffin oil; glycerin
https://www.thegoodscentscompany.com/data/rw1012411.html,cinnamyl cinnamate,3-phenyl-2-propen-1-yl cinnamate,[(E)-3-phenylprop-2-enyl] (Z)-3-phenylprop-2-enoate,122-69-0 (Z),264.32392000,C18 H16 O2,white to pale yellow crystals (est),132.16,Tidak ditemukan,Tidak ditemukan,42.00 to   45.00 °C. @  760.00 mm Hg,370.00 °C. @  760.00 mm Hg,> 230.00 °F. TCC ( > 110.00 °C. ),balsamic,medium,at 100.00 %.,sweet balsam floral cassia cinnamyl,"Luebke, William  tgsc, (1986)","alcohol; water, 3.116 mg/L @ 25 °C (est)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1005932.html,(Z)-3-hexen-1-ol,cis-3-hexen-1-ol,(Z)-hex-3-en-1-ol,928-96-1,100.16084000,C6 H12 O,colorless clear liquid (est),99.00 to 100.00 sum of isomers,0.84600 to 0.85400 @  20.00 °C.,1.43600 to 1.45000 @  20.00 °C.,Tidak ditemukan,"156.50 °C. @  760.00 mm Hg, 55.00 to   56.00 °C. @    9.00 mm Hg",142.00 °F. TCC (   61.11 °C. ),green,"high ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,fresh green cut grass foliage vegetable herbal oily,"Luebke, William  tgsc, (1989)","alcohol; fixed oils; propylene glycol; water, 1.6e+004 mg/L @ 25 °C (est)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1001471.html,(Z)-3-hexen-1-yl acetate,cis-3-hexenyl acetate,[(Z)-hex-3-enyl] acetate,3681-71-8,142.19798000,C8 H14 O2,colorless clear liquid (est),98.00 to 100.00 sum of isomers,0.89700 to 0.90500 @  20.00 °C.,1.42300 to 1.42800 @  20.00 °C.,Tidak ditemukan,"75.00 to   76.00 °C. @   23.00 mm Hg, 165.00 to  167.00 °C. @  760.00 mm Hg",135.00 °F. TCC (   57.00 °C. ),green,"high ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,fresh green sweet fruity banana apple grassy,"Luebke, William  tgsc, (1993)","alcohol; paraffin oil, slightly; propylene glycol; water, 0.9 g/L @ 20 °C (exp)",water
https://www.thegoodscentscompany.com/data/rw1001382.html,(Z)-3-hexen-1-yl benzoate,cis-3-hexenyl benzoate,[(Z)-hex-3-enyl] benzoate,25152-85-6,204.26892000,C13 H16 O2,colorless clear oily liquid (est),95.00 to 100.00 sum of isomers,0.99700 to 1.00500 @  20.00 °C.,1.50300 to 1.51400 @  20.00 °C.,Tidak ditemukan,"105.00 °C. @    1.00 mm Hg, 130.00 °C. @    5.00 mm Hg",230.00 °F. TCC (  110.00 °C. ),green,medium,at 100.00 %.,fresh green leafy floral orchid balsamic fatty,"Luebke, William  tgsc, (1995)","alcohol; water, 13.95 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1004751.html,(Z)-6-nonen-1-ol,cis-6-nonen-1-ol,(Z)-non-6-en-1-ol,35854-86-5,142.24166000,C9 H18 O,colorless to pale yellow clear liquid (est),95.00 to 100.00 sum of isomers,0.84000 to 0.86000 @  25.00 °C.,1.44000 to 1.46000 @  20.00 °C.,Tidak ditemukan,115.00 °C. @   20.00 mm Hg,208.00 °F. TCC (   97.78 °C. ),melon,"high ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,fresh green melon waxy honeydew cantaloupe cucumber clean,"Luebke, William  tgsc, (2009)","alcohol; fixed oils; paraffin oil; propylene glycol; water, 619.3 mg/L @ 25 °C (est)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1031551.html,(Z)-6-nonenal,cis-6-nonenal,(Z)-non-6-enal,2277-19-2,140.22572000,C9 H16 O,colorless to pale yellow clear oily liquid (est),90.00 to 100.00 sum of isomers,0.84200 to 0.85200 @  25.00 °C.,1.43600 to 1.44600 @  20.00 °C.,Tidak ditemukan,"87.00 °C. @   19.00 mm Hg, 72.00 °C. @   10.00 mm Hg",> 150.00 °F. TCC ( >  65.56 °C. ),melon,"very high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,green cucumber melon cantaloupe honeydew waxy vegetable orris violet leaf,"Luebke, William  tgsc, (2003)","alcohol; water, 204.9 mg/L @ 25 °C (est)",water
